Date	Total	Weekday	Month	Year	Holiday	PlusOne	MinusOne
6/21/2015	507	1	6	2015	0	0	0
6/22/2015	460	2	6	2015	0	0	0
6/23/2015	446	3	6	2015	0	0	0
6/24/2015	440	4	6	2015	0	0	0
6/25/2015	438	5	6	2015	0	0	0
6/26/2015	318	6	6	2015	0	0	0
6/27/2015	284	7	6	2015	0	0	0
6/28/2015	510	1	6	2015	0	0	0
6/29/2015	459	2	6	2015	0	0	0
6/30/2015	445	3	6	2015	0	0	0
7/1/2015	460	4	7	2015	0	0	0
7/2/2015	425	5	7	2015	0	0	1
7/3/2015	223	6	7	2015	1	0	1
7/4/2015	216	7	7	2015	1	1	0
7/5/2015	535	1	7	2015	0	1	0
7/6/2015	482	2	7	2015	0	0	0
7/7/2015	469	3	7	2015	0	0	0
7/8/2015	459	4	7	2015	0	0	0
7/9/2015	454	5	7	2015	0	0	0
7/10/2015	332	6	7	2015	0	0	0
7/11/2015	304	7	7	2015	0	0	0
7/12/2015	528	1	7	2015	0	0	0
7/13/2015	485	2	7	2015	0	0	0
7/14/2015	467	3	7	2015	0	0	0
7/15/2015	462	4	7	2015	0	0	0
7/16/2015	461	5	7	2015	0	0	0
7/17/2015	331	6	7	2015	0	0	0
7/18/2015	300	7	7	2015	0	0	0
7/19/2015	532	1	7	2015	0	0	0
7/20/2015	485	2	7	2015	0	0	0
7/21/2015	467	3	7	2015	0	0	0
7/22/2015	464	4	7	2015	0	0	0
7/23/2015	459	5	7	2015	0	0	0
7/24/2015	332	6	7	2015	0	0	0
7/25/2015	302	7	7	2015	0	0	0
7/26/2015	532	1	7	2015	0	0	0
7/27/2015	484	2	7	2015	0	0	0
7/28/2015	469	3	7	2015	0	0	0
7/29/2015	461	4	7	2015	0	0	0
7/30/2015	457	5	7	2015	0	0	0
7/31/2015	335	6	7	2015	0	0	0
8/1/2015	295	7	8	2015	0	0	0
8/2/2015	527	1	8	2015	0	0	0
8/3/2015	482	2	8	2015	0	0	0
8/4/2015	463	3	8	2015	0	0	0
8/5/2015	455	4	8	2015	0	0	0
8/6/2015	452	5	8	2015	0	0	0
8/7/2015	330	6	8	2015	0	0	0
8/8/2015	299	7	8	2015	0	0	0
8/9/2015	525	1	8	2015	0	0	0
